Product,Brand,Ingredients,Price
Minéral 89 Face Serum,Vichy,"Aqua/Water/Eau, PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin, Glycerin, Butylene Glycol, Methyl Gluceth-20, Carbomer, Sodium Hyaluronate, Phenoxyethanol, Caprylyl Glycol, Citric Acid, Biosaccharide Gum-1.",39.50
Time in a Bottle 100% In-Control Resist Renew Repair Serum,Philosophy,"Aqua/Water/Eau, Dimethicone, Bis-Peg-18 Methyl Ether Dimethyl Silane, Cyclopentasiloxane, Peg-8, Alcohol Denat., Butylene Glycol, Glycerin, Dimethiconol, Polyethylene, Xanthan Gum, Phenoxyethanol, Benzophenone-4, Bifida Ferment Lysate, Ptfe, Caprylyl Glycol, 1,2-Hexanediol, Propylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Plantago Lanceolata Leaf Extract, Disodium Edta, Caprylic/Capric Triglyceride, Parfum/Fragrance, Silica Dimethyl Silylate, Sodium Hydroxide, Adenosine, Physalis Pubescens Fruit Juice, Lecithin, Polysorbate 60, Alcohol, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Hydrolyzed Soy Flour, Citric Acid, Sodium Phosphate, Bht, Sodium Chloride, Ascorbyl Palmitate, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Punica Granatum Fruit Extract, Bacillus Ferment, Linalool, Sodium Benzoate, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Hydrolyzed Vegetable Protein, Trisodium Edta, Magnesium Aluminum Silicate, Acetic Acid, Potassium Chloride, Potassium Phosphate, Ascorbic Acid, Lactic Acid, Sclerotium Gum, Plankton Extract, Micrococcus Lysate, Sorbic Acid, Retinyl Palmitate, Titanium Dioxide (Ci 77891), Mica.",76.00
Exfoliating Peel Gel,boscia,"Water/Aqua/Eau, Glycerin, Carbomer, Centrimonium Chloride, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Butylene Glycol, Maltodextrin, Lactobacillus/Punica Granatum Fruit Ferment Extract, Eclipta Prostrata Extract, Vaccinium Myrtillus Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Saccharum Officinarum (Sugar Cane) Extract, Melia Azadirachta Leaf Extract, Pelargonium Graveolens Flower Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Fruit Extract, Citrus Aurantuim Dulcis (Orange) Fruit Extract, Melia Azadirachta Flower Extract, Amino Esters-1, Leuconstoc/Radish Root Ferment Filtrate, Coccinia Indica Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Moringa Oleifera Seed Oil, Solanum Melongena (Eggplant) Fruit Extract, Eugenia Caryophyllus (Clove) Leaf Oil, Subtilisin, Aloe Barbadensis Flower Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Ocium Basilicum (Basil) Extract, Ocimum Sanctum Leaf Extract, Lawsonia Inermis (Henna) Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis ExtractPlease refer to the ingredient list shown on your product for the most up-to-date information.",34.00
Skin De-Stress Calming CBD Serum,Derma E,"Purified Water, Aloe Barbadensis Leaf Juice, Glycerin, Cetyl Alcohol, Cannabidiol Isolate, Caprylic/Capric Triglyceride, Macadamia Ternifolia Seed Oil, Glyceryl Stearate Citrate, Cannabis Sativa Seed Oil, Panthenol, Allantoin, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Chamomilla Recutita (Matricaria) Flower Extract, Xanthan Gum, Dimethicone, Glyceryl Stearate, Coco-Caprylate, Cetearyl Glucoside, Potassium Cetyl Phosphate, Phenoxyethanol, Ethylhexylglycerin.",22.95
Advanced Génifique Hydrogel Melting Rejuvenating Sheet Mask,Lancôme,See how to apply Lancôme's Advanced Génifique Hydrogel Melting Sheet Mask.,15.00
Age Reverse Night Lift Antiaging Moisturizer,Exuviance,"Aqua/water/eau, Gluconolactone, Glyceryl Stearate, Butyrospermum Parkii (shea Butter), Isononyl Isononanoate, Maltobionic Acid, Glycerin, Butylene Glycol, Glycolic Acid, Hydrogenated Polydecene, Stearyl Alcohol, Cyclopentasiloxane, Dimethicone, PEG-100 Stearate, Ammonium Hydroxide, Propylene Glycol, Cetyl Alcohol, Cyclohexasiloxane, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Retinyl Palmitate, Rosa Damascena Flower Oil, Euterpe Oleracea Fruit Extract, Punica Granatum Extract, Vaccinium Angustifolium (blueberry) Fruit Juice, Vitis Vinifera (grape) Seed Extract, PEG-75 Stearate, Ceteth-20, Steareth-20, Magnesium Aluminum Silicate, Xanthan Gum, Triethyl Citrate, Methyldihydrojasmonate, Ethylene Brassylate, Disodium EDTA, Carbomer, Polysorbate 20, Sodium Bisulfite, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Red 33(CI 17200), Green 5 (CI 61570).",rice$59.25Original Price$79.00
Vital Skin-Strengthening Hyaluronic Acid Super Serum,Kiehl's Since 1851,"Aqua / Water, Dimethicone, Glycerin, Alcohol Denat., Hamamelis Virginiana Water / Witch Hazel Water, Propanediol, Phenoxyethanol, Tocopherol, Ammonium Polyacryloyldimethyl Taurate, Schisandra Chinensis Fruit Extract, Capryloyl Salicylic Acid, Caprylyl Glycol, Xanthan Gum, Peg-60 Hydrogenated Castor Oil, Panax Ginseng Root Extract, Sodium Acetylated Hyaluronate, Peg-20 Methyl Glucose Sesquistearate, Disodium Edta, Ocimum Sanctum Leaf Extract, Citrus Aurantium Dulcis Peel Oil / Orange Peel Oil, Limonene, Adenosine, Sodium Hydroxide, Methyldihydrojasmonate, Citric Acid, Eugenol, Sodium Benzoate, Pelargonium Graveolens Flower Oil, Citral, Potassium Sorbate, Lavandula Angustifolia Oil / Lavender Oil, Cymbopogon Schoenanthus Oil, Citronellol, Linalool, Geraniol, Rosmarinus Officinalis Leaf Oil / Rosemary Leaf Oil.",52.00
D-Scar Scar Diminishing Serum,Kate Somerville,"Water/Aqua/Eau, Caprylic/Capric Triglyceride, Divinyldimethicone/Dimethicone Copolymer, Cetearyl Alcohol, Dimethicone, Glycerin, Propanediol, Cyclopentasiloxane, Sodium Ascorbyl Glucoside, Bis-PEG/PPG-20/5 PEG/PPG-20/5 Dimethicone, Methoxy PEG/PPG-25/4 Dimethicone, Glyceryl Stearate, sh-Polypeptide-7, Sodium Chloride, Sodium Phosphate, Disodium EDTA, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethiconol, Cyclohexasiloxane, Glucosamine HCl, Tocopheryl Acetate, Allantoin, Portulaca Oleracea Extract, Butylene Glycol, Elaeis Guineensis (Palm) Oil, Tocotrienols, Pisum Sativum (Pea) Extract, Bambusa Vulgaris Extract, C12-13 Pareth-23, C12-13 Pareth-3, Tocopherol, Xanthan Gum, Protease, Sodium Hydroxide, Hippophae Rhamnoides Fruit Extract, Maltodextrin Ethylhexylglycerin, Phenoxyethanol.",48.00
Perfectionist Pro Instant Resurfacing Peel With 9.9% AHAs + BHA,Estée Lauder,"Water\Aqua\Eau, Dimethicone, Citric Acid, Glycolic Acid, Sodium Hydroxide, Butylene Glycol, Tartaric Acid, Algae Extract, Decyl Oleate, Polyacrylate Crosspolymer-6, Polyacrylamide, Salicylic Acid, Polysilicone-11, Resveratrol, Sodium Hyaluronate, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Caffeine, Triticum Vulgare (Wheat) Germ Extract, Phospholipids, Hydrogenated Lecithin, Pantethine, Sucrose, Tocopheryl Acetate, Biosaccharide Gum - 1, PEG-11 Methyl Ether Dimethicone, C13-14 Isoparaffin, Propylene Glycol Caprylate, Squalane, Oleth-10, Stearamidopropyl Dimethylamine, Caprylyl Glycol, Laureth-7, Stearic Acid, T-Butyl Alcohol, Hexylene Glycol, Fragrance (Parfum), Disodium EDTA, Phenoxyethanol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",78.00
FAB Pharma BHA Acne Spot Treatment,First Aid Beauty,"Water/Aqua/Eau, Butlyene Glycol, Hydroxyethylcellulose, Glycerin, Phenoxyethanol, Sodium Hydroxide, Glycolic Acid, Urea, Aloe Barbadensis Leaf Juice, Bisabolol, Colloidal Oatmeal, Maltodextrin, Carica Papaya (Papaya)Fruit Extract, Potassium Sorbate, Sodium Benzoate, Camellia Sinensis Leaf Extract, Chrysanthemum Parthenium (Feverfew) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Salix Nigra (Willow) Bark Extract, Disodium Phosphate, Polysorbate 60, Leuconostoc/Radish Root Ferment Filtrate, Sodium Phosphate, Citric Acid.",26.00
Luminizing Black Charcoal Mask,boscia,"Water/Aqua/Eau, Polyvinyl Alcohol, Hamamelis Virginiana (Witch Hazel) Water, Glycereth-26, Butylene Glycol, Glycerin, Pentylene Glycol, Montmorillonite, Polysorbate 20, Acrylates/Palmeth-25 Acrylate Copolymer, Acrylates Copolymer, Lonicera Japonica (Honeysuckle) Flower Extract, Xanthan Gum, Ascorbyl Glucoside, Lonicera Caprifolium (Honeysuckle) Flower Extract, Diglycerin, Simmondsia Chinensis (Jojoba) Seed Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Pinus Pinaster Bark Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Eucalyptus Globulus Leaf Oil, Charcoal Powder, Iron Oxides (CI 77499).Please refer to the ingredient list shown on your product for the most up-to-date information",34.00
Clear Days Ahead Fast-Acting Salicylic Acid Acne Spot Treatment,Philosophy,"Active: Salicylic Acid (2.0%). Inactive: Water, Dimethicone, Isododecane, Polysilicone-11, Alcohol Denat., Hexyldecanol, Glycolic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Coco-Caprylate/Caprate, Squalane, Bisabolol, Butylene Glycol, Cetylhydroxyproline Palmitamide, Ethylhexylglycerin, Lecithin, Oligopeptide-10, Trimethylpentanediol/Adipic Acid Copolymer, Brassica Campestris (Rapeseed) Sterols, Laureth-12, Polysorbate 60, Decyl Glucoside, Lauryl Glucoside, Stearic Acid, Sodium Acrylates Copolymer, Ethoxydiglycol, Sodium Hydroxide, Disodium Edta, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, O-Cymen-5-Ol.",19.00
Liquid ExfoliKate Triple Acid Resurfacing Treatment,Kate Somerville,"Water, Pelargonium Graveolens Flower/Leaf/Stem Water, Lactic Acid, Sodium Hydroxide, Glycolic Acid, Propanediol, Phytic Acid, Glycerin, Papain, Boswellia Serrata Extract, Mel Extract/Honey Extract/Extrait de Miel, Camellia Sinensis Leaf Extract, Aspalathus Linearis Extract, Bromelain, Microcitrus Australasica Fruit Extract, Tetrapeptide-14, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Leuconostoc/Radish Root Ferment Filtrate, 1,2-Hexanediol, Butylene Glycol, Citric Acid, Malic Acid, Tartaric Acid, Caprylhydroxamic Acid, Phenoxyethanol, Sodium Benzoate, Maltodextrin, Citronellol, Geraniol, Linalool.",58.00
Fresh Pressed Daily Booster with Pure Vitamin C 10%,Clinique,"Water\Aqua\Eau, Ascorbic Acid, Glycerin, Dimethicone, Squalane, Butylene Glycol, Dipropylene Glycol, Acetyl Glucosamine, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Morus Nigra (Mulberry) Root Extract, Molasses Extract\Saccharum Officinarum\Extrait De Mélasse, Laminaria Digitata Extract, Scutellaria Baicalensis Root Extract, Acetyl Hexapeptide-8, Vitis Vinifera (Grape) Fruit Extract, Algae Extract, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Alcaligenes Polysaccharides, Caffeine, Sucrose, Whey Protein\Lactis Protein\Protéine Du Petit-Lait, Betaine, Salicylic Acid, Glycine Soja (Soybean) Protein, Sodium Hyaluronate, Caprylyl Glycol, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Bis-PEG-18 Methyl Ether Dimethyl Silane, Propylene Glycol Dicaprate, Helianthus Annuus (Sunflower) Seedcake, Allyl Methacrylates Crosspolymer, Carbomer, Glyceryl Polymethacrylate, Tromethamine, Xanthan Gum, Potassium Sorbate, PEG-8, Polysorbate 20, Sodium Citrate, Disodium EDTA, Phenoxyethanol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",79.00
Acne Oil Control Cleansing Mask,Clinique,"Water / Aqua / Eau, Kaolin, Butylene Glycol, Magnesium Aluminum Silicate, Sodium Lauroyl Sarcosinate, Glyceryl Stearate, PEG-100 Stearate, Gentiana Lutea (Gentian) Root Extract, Laminaria Saccharina Extract, Sucrose, Chamomilla Recutita (Matricaria), Algae Extract, Aloe Barbadensis Powder, Acetyl Glucosamine, Inulin, 1,2-Hexanediol, Caprylyl Glycol, Xanthan Gum, Disodium EDTA, Chlorphenesin, Phenoxyethanol, Titanium Dioxide (CI 77891).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",26.00
AHA 7 Whitehead Power Liquid,COSRX,"Pyrus Malus (Apple) Fruit Water, Butylene Glycol, Glycolic Acid, Niacinamide, Sodium Hydroxide, 1,2-Hexanediol, Panthenol, Sodium Hyaluronate, Xanthan Gum, Ethyl Hexanediol.",21.00
Retinol Ceramide Capsules Line Erasing Night Serum,Elizabeth Arden,"Cyclopentasiloxane, Dimethicone Crosspolymer, C12-15 Alkyl Benzoate, Bht, C18-36 Acid Triglyceride, Camellia Senensis Leaf Extract, Ceramide Np, Ceamide Ns, Cyclohexasiloxane, Dimethiconol, Ethylhexyl Cocoate, Helianthus Annuus (Sunflower) Seed Oil, Laurylmethacrylate/Glycol Dimethacrylate Crosspolymer, Lecithin, Olea Europaea (Olive) Fruit Oil, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Persea Gratissima (Avocado) Oil, Phytosphingosine, Phytosterols, Polysorbate 20, Propylene Glycol Dicaprylate/Dicaprate, Retinol, Sorbitan Laurate, Tetrahydrodiferuloylmethane, Phenoxyethanol.",107.00
Breakout Box 3-in-1 Acne Treatment Kit,Patchology,"Hydrocolloid Dots: Latex-free Hydrocolloid.Nose Strips: PVP, VP/VA Copolymer, Water (Aqua/Eau), Glycerin, Bentonite, Charcoal Powder, Polyvinyl Alcohol, Titanium Dioxide, Kaolin, Phenoxyethanol, Butylene Glycol, Potassium Sorbate, Moroccan Lava Clay, 1,2-Hexanediol, Virginiana(Witch Hazel), Aloe Barbadensis Leaf Extract, Menthol, Sodium Hydroxide, Sodium Dehydroacetate, Dipotassium Glycyrrhizate.Acne Dots: Active Ingredients: Salicylic Acid 0.5% Acne Treatment. Inactive Ingredients: Acrylates Copolymer, Vinyl Caprolactam/VP/Dimethylaminoethyl Methacrylate Copolymer, Water (Aqua/Eau), Alcohol Denat, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract, Volcanic Ash, Sodium Hyaluronate, Vitis Vinifera (Grape) Seed Extract, Sodium Metabisulfite, Butylene Glycol, Phytosphingosine, Phenoxyethanol, Polysorbate 80, PVP.",20.00
Good Morning Honey Silk Facial Serum,Hey Honey,"Aqua (Water), Cyclopentasiloxane, Glycerin, Dimethicone, Trisiloxane, Ceteth-10, Squalane, Simmondsia Chinensis (Jojoba) Seed Oil, Honey Extract, Hippophae Rhamnoides Fruit Oil, Sodium Hyaluronate, Panthenol, Allantoin, Isononanoate, Saccharide Isomerate, Isopropyl Myristate, Lonicera Caprifolium (Honeysuckle) Flower Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Laureth-4, Cetearyl Bisabolol, Glycine Soja Oil, Ethylhexylglycerin, Ethylhexyl Methoxycinnamate, Butylene Glycol, Silk Amino Acids, Phenoxyethanol, Disodium EDTA, Tocopherol, Carthamus Tinctorius Oil, Linoleic Acid, Beta-Sitosterol, Tocopheryl Acetate, Squalene, Retinyl Palmitate, Parfum (Fragrance), Aloe Barbadensis Leaf Juice Powder.",48.00
Acne Relief Prebiotic Acne Therapy 30-Day Kit,Perricone MD,"Gentle & Smoothing Cleanser:Active: Salicylic Acid 2.0%. Inactive: Glycerin, Sodium Cocoyl Isethionate, Ethylhexyl Palmitate, Silica Cetyl Sil- ylate, Sucrose, Squalane, Polyacrylamide, Water/ Aqua/Eau, Caprylyl Glycol, C13-14 Isoparaffin, Laureth-7, Phenoxyethanol.Calming Treatment & Hydrator:Active: Salicylic Acid 0.5%. Inactive: Water/Aqua/Eau, SD Alco- hol 40-B, Glycerin, C12-15 Alkyl Lactate, PVP, Di- methicone, Polysorbate 20, Citrulline, Squalane, Lactic Acid, Succinic Acid, Polyacrylamide, Dimeth- icone/Vinyl Dimethicone Crosspolymer, C13-14 Isoparaffin, Laureth-7, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate.Retinol Treatment & Moisturizer:Active: Salicylic Acid 0.5%. Inactive: Water/Aqua/Eau, SD Alcohol 40-B, Glycerin, Dicaprylyl Ether, Niacinamide, Cit- rulline, Arginine, Methyl Gluceth-20, Cetearyl Alco- hol, Carbomer, Xanthan Gum, Tocopheryl Acetate, Retinol, Citric Acid, Sodium Hydroxide, Disodium EDTA, PEG-20 Methyl Glucose Sesquistearate, PEG-100 Stearate, Glyceryl Stearate, Methyl Glu- cose Sesquistearate, Polysorbate 20, Phenoxy- ethanol, Sodium Benzoate, Potassium Sorbate.",rice$23.40Original Price$39.00Market Value($43 value)
Radiance Serum,Exuviance,"Aqua/water/eau, Butylene Glycol, Glycerin, Gluconolactone, Lactobionic Acid, Polysorbate 80, Triethanolamine, Mandelic Acid, Arginine, Tocopheryl Acetate, Retinyl Palmitate, Tetrahexyldecyl Ascorbate, Chondrus Crispus Extract, Citric Acid, Hydroxyethylcellulose, Disodium EDTA, Propylene Glycol, Phenoxyethanol, Chlorphenesin, Methylparaben, Parfum (fragrance), Limonene, Linalool, Citral.",rice$54.00Original Price$72.00
Self-Care Sunday Nourishing Face Mask,Tula,"Water (Aqua), Glycerin, Octyldodecyl Neopentanoate, Pyrus Malus (Apple extract) Fruit Extract, Butylene Glycol, Ethylhexyl Palmitate, Cetearyl Alcohol, Alaria Esculenta Extract (Algea), Opuntia Ficus Indica Stem Extract (cactus), Lactococcus Ferment Lysate (probiotics), Lactic Acid, Coco-Glucoside (coconut derived), PEG-8, Propylene Glycol Stearate, Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces Milk Ferment Filtrate (Kefir derived probiotics), PEG-60 Hydrogenated Castor Oil, Propylene Glycol Laurate, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Myristyl Alcohol, Lauryl Alcohol, Cetyl Alcohol, Tocopheryl Acetate, Carbomer, Palmitic Acid, Stearic Acid, Lecithin, Polysorbate 20, Behenyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Octyldodecanol, Ceramide NG, Sorbitan Laurate, Disodium EDTA, Sodium Hydroxide, Sodium Chloride, Sodium Benzoate, Glyceryl Stearate, Phenoxyethanol, Fragrance (Parfum), Mica, Titanium Dioxide (CI 77891).",48.00
Super Retinol Concentrate Night Treatment,Exuviance,"Aqua/water/eau, Dimethicone, Cyclopentasiloxane, Polysilicone-11, Glycerin, Butyloctyl Salicylate, Acetyl Glucosamine, Silica, Nylon-12, Cyclohexa-siloxane, Tocopheryl Acetate, BHT, Retinol, Arginine, Citric Acid, Isohexadecane, PEG-10 Dimethicone, Ammonium Polyacryloyldimethyl Taurate, Bisabolol, Polysorbate 20, Allyl Methacrylates Cross- Polymer, Polysorbate 40, Hydroxyethyl Acrylate/sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Isostearate, Polysorbate 60, Disodium EDTA, Xanthan Gum, Caprylyl Glycol, Phenoxyethanol, Chlorphenesin, Yellow 5 (CI 19140).",rice$60.00Original Price$80.00
Galactomyces 95 Tone Balancing Essence,COSRX,"Galactomyces Ferment Filtrate, Niacinamide,Sodium Hyaluronate, Betaine, Panthenol, Glycerin, 1,2-Hexanediol, Allantoin, Butylene Glycol, Xanthan Gum, Ethyl Hexanediol, Adenosine.",23.00
One Step Original Clear Pad,COSRX,"Salix Alba (Willow) Bark Water, Butylene Glycol, Glycerin, Betaine Salicylate, 1,2-Hexanediol, Arginine, PEG-60 Hydrogenated Castor Oil, Panthenol, Allantoin, Ethyl Hexanediol, Citrus Aurantium Dulcis (Orange) Peel Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Hydroxide, Sodium Hyaluronate.",22.00
Mini Advanced Night Repair Synchronized Multi-Recovery Complex,Estée Lauder,"Water\Aqua\Eau, Bifida Ferment Lysate, Peg-8, Propanediol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Methyl Gluceth-20, Glycereth-26, Peg-75, Butylene Glycol, Adansonia Digitata Seed Extract, Tripeptide-32, Sodium Hyaluronate, Yeast Extract\Faex\Extrait De Levure, Lactobacillus Ferment, Cola Acuminata (Kola) Seed Extract, Anthemis Nobilis (Chamomile) Flower Extract, Hydrolyzed Algin, Pantethine, Caffeine, Lecithin, Sodium Rna, Bisabolol, Squalane, Glycerin, Oleth-3 Phosphate, Caprylyl Glycol, Oleth-3, Oleth-5, Choleth-24, Hydrogenated Lecithin, Jojoba Wax Peg-120 Esters, Ceteth-24, Tocopheryl Acetate, Carbomer, Triethanolamine, Tetrasodium Edta, Bht, Xanthan Gum, Potassium Sorbate, Disodium Edta, Phenoxyethanol, Red 4 (CI 14700), Yellow 5 (CI 19140).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",18.00
Cake My Day Hydrating Sprinkle Wash-Off Mask,I Dew Care,"Water, Glycerin, Dicaprylyl Carbonate, Kaolin, Caprylic/Capric Triglyceride, Propanediol, Mannitol, Arachidyl Alcohol, 1,2-Hexanediol, Glyceryl Stearate, Cetearyl Alcohol, Cetearyl Olivate, Behenyl Alcohol, Olea Europaea (Olive) Fruit Oil, Xanthan Gum, Potassium Cetyl Phosphate, Microcrystalline Cellulose, Zea Mays (Corn) Starch, Arachidyl Glucoside, Sorbitan Olivate, Titanium Dioxide (CI 77891), Carbomer, Tromethamine, Sucrose, Squalane, Theobroma Cacao (Cocoa) Seed Butter, Water, Fragrance, Ethylhexylglycerin, Hydroxypropyl Methylcellulose, Ultramarines (CI 77007), Allantoin, Iron Oxides (CI 77499), Iron Oxides (CI 77491), Chromium Hydroxide Green(CI 77289), Iron Oxides (CI 77492), Glucose, Tocopheryl Acetate, Sodium Hyaluronate, Vanilla Planifolia Fruit Extract",25.00
Perfectionist Pro Rapid Firm + Lift Treatment With Acetyl Hexapeptide-8,Estée Lauder,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Caprylic/Capric Triglyceride, Glycerin, Bis-PEG-18 Methyl Ether Dimethyl Silane, Polysorbate 20, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Polysilicone-11, Mangifera Indica (Mango) Seed Butter, Phoenix Dactylifera (Date) Fruit Extract, Pisum Sativum (Pea) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Crithmum Maritimum Extract, Laminaria Ochroleuca Extract, Commiphora Mukul Resin Extract, Triticum Vulgare (Wheat) Germ Extract, Bambusa Vulgaris (Bamboo) Extract, Chlorella Vulgaris Extract, Laminaria Saccharina Extract, Brassica Campestris (Rapeseed) Sterols, Helianthus Annuus (Sunflower) Seed Extract, Algae Extract, Hypnea Musciformis (Algae) Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Nymphaea Alba (Water Lily) Flower Extract, Acetyl Glucosamine, Caffeine, Gellidiella Acerosa Extract, Coffea Arabica (Coffee) Seed Extract, Sodium Hyaluronate, Lactic Acid, Propylene Glycol Dicaprate, Saccharide Isomerate, Methyl Gluceth-20, Ethylhexylglycerin, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Helianthus Annuus (Sunflower) Seedcake, Caprylyl Glycol, Isohexadecane, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Sodium Polyacrylate Starch, Squalane, Sodium PCA, Urea, Zea Mays (Corn) Kernel Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Palmaria Palmata Extract, Polysorbate 80, Acetyl Hexapeptide-8, Triolein, Hydrolyzed Rice Extract, Linoleic Acid, Trehalose, Glycine Soja (Soybean) Protein, Glucosamine HCl, Phospholipids, Laminaria Digitata Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Polyquaternium-51, Palmitoyl Hexapeptide-12, Ergothioneine, Aminopropyl Ascorbyl Phosphate, PEG-8, Phytosteryl Canola Glycerides, Pentylene Glycol, Oleic Acid, Palmitic Acid, Xanthan Gum, Fragrance (Parfum), Sodium Hydroxide, Citric Acid, Silica, Calcium Chloride, Stearic Acid, Dipropylene Glycol, Sodium Palmitoyl Proline, Disodium EDTA, BHT, Potassium Sorbate, Phenoxyethanol, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",78.00
Vitamin C Ester Brightening Serum,Perricone MD,"Water/Aqua/Eau,Tetrahexyldecyl Ascorbate, Caprylyl Methicone, Hydrogenated Lecithin, Behenyl Alcohol, Benzyl Alcohol, Squalane, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ferulic Acid, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Hyaluronate, Polysorbate 20, Xanthan Gum, Beta-Glucan, Fragrance/Parfum, Sorbitol, Limonene, Stearyl Glycyrrhetinate, Disodium EDTA, Elaeis Guineensis (Palm) Oil, Tocotrienols, Linalool, Tocopherol, Citral, Citronellol",69.00
Night Fix Enzyme Treatment,Murad,"Water/Aqua/Eau, Dimethicone, Glycerin, Propanediol, Niacinamide, Polymethylsilsesquioxane/Silica Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isononyl Isononanoate, Chlorella Vulgaris Extract, Haematococcus Pluvialis Extract, Glutamylamidoethyl Imidazole, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract, Helianthus Annus (Sunflower) Seed Extract, Tocopheryl Acetate, Sodium Hyaluronate, Butyrospermum Parkii (Shea) Butter, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Sorbic Acid, Lecithin, Mannitol, Polysilicone-11, Ethylhexyl Isononanoate, PEG-7 Trimethylolpropane Coconut Ether, Polyglyceryl-10 Dioleate, Polyglyceryl-10 Dipalmitate, Propylene Glycol Dicaprate, Hexylene Glycol, Butylene Glycol, Caprylyl Glycol, Decyl Glucoside, Polyisobutene, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum), Benzyl Salicylate, Citronellol, Limonene, Geraniol, Hexyl Cinnamal, Linalool, Mica, Tin Oxide, Titanium Dioxide (CI 77891).",rice$42.00Original Price$70.00
